0,0
1,0
2.97818e-11,0.0165925

0,0
0.999646,0.0266139
0.0739181,0.123264

0,0
0.998583,0.0532089
0.12462,0.183293

0,0
0.996814,0.0797662
0.166855,0.230668

0,0
0.994338,0.106267
0.203908,0.270825

0,0
0.991157,0.132692
0.237256,0.306026

0,0
0.987275,0.159024
0.267728,0.337492

0,0
0.982693,0.185243
0.295853,0.365973

0,0
0.977415,0.21133
0.321995,0.391974

0,0
0.971444,0.237268
0.346419,0.415857

0,0
0.964785,0.263038
0.369328,0.43789

0,0
0.957443,0.288622
0.390876,0.458278

0,0
0.949423,0.314001
0.411192,0.477186

0,0
0.94073,0.339157
0.430379,0.494745

0,0
0.93137,0.364074
0.448523,0.511062

0,0
0.921351,0.388732
0.465697,0.526228

0,0
0.910679,0.413115
0.481966,0.540319

0,0
0.899362,0.437205
0.497386,0.553397

0,0
0.887407,0.460986
0.512005,0.565519

0,0
0.874824,0.48444
0.52587,0.576732

0,0
0.861622,0.507551
0.539022,0.587077

0,0
0.847809,0.530302
0.551504,0.596589

0,0
0.833395,0.552678
0.563356,0.6053

0,0
0.818391,0.574662
0.574621,0.613238

0,0
0.802807,0.596239
0.585348,0.620429

0,0
0.786654,0.617394
0.595594,0.626899

0,0
0.769945,0.638111
0.605431,0.632678

0,0
0.752689,0.658376
0.614957,0.637809

0,0
0.734901,0.678175
0.624306,0.642369

0,0
0.716592,0.697493
0.633655,0.646511

0,0
0.697775,0.716317
0.643165,0.650533

0,0
0.678464,0.734634
0.652807,0.654853

0,0
0.658672,0.75243
0.662243,0.659722

0,0
0.638414,0.769694
0.671094,0.665015

0,0
0.617703,0.786412
0.679185,0.670447

0,0
0.596555,0.802572
0.686497,0.675789

0,0
0.574984,0.818165
0.693065,0.680896

0,0
0.553006,0.833178
0.69893,0.685684

0,0
0.530636,0.8476
0.704131,0.690104

0,0
0.50789,0.861422
0.7087,0.694126

0,0
0.484784,0.874634
0.712663,0.69773

0,0
0.461335,0.887226
0.716039,0.700905

0,0
0.437559,0.89919
0.718845,0.703642

0,0
0.413473,0.910516
0.721096,0.705936

0,0
0.389094,0.921198
0.722802,0.707784

0,0
0.36444,0.931227
0.723971,0.709182

0,0
0.339527,0.940596
0.724611,0.710127

0,0
0.314374,0.949299
0.724728,0.710618

0,0
0.288998,0.95733
0.724325,0.71065

0,0
0.263418,0.964682
0.723406,0.710223

0,0
0.23765,0.971351
0.721972,0.709333

0,0
0.211715,0.977331
0.720025,0.707976

0,0
0.185629,0.98262
0.717564,0.706149

0,0
0.159412,0.987212
0.714589,0.703847

0,0
0.133082,0.991105
0.711097,0.701067

0,0
0.106658,0.994296
0.707085,0.697801

0,0
0.0801582,0.996782
0.70255,0.694045

0,0
0.0536016,0.998562
0.697487,0.689792

0,0
0.027007,0.999635
0.691891,0.685032

0,0
0.000393327,1
0.685754,0.679759

0,0
-0.0262207,0.999656
0.679069,0.673963

0,0
-0.0528161,0.998604
0.671827,0.667633

0,0
-0.0793741,0.996845
0.664018,0.660757

0,0
-0.105876,0.994379
0.655631,0.653322

0,0
-0.132303,0.991209
0.646652,0.645314

0,0
-0.158636,0.987337
0.637067,0.636718

0,0
-0.184856,0.982766
0.626859,0.627514

0,0
-0.210946,0.977498
0.616012,0.617684

0,0
-0.236886,0.971537
0.604503,0.607205

0,0
-0.262659,0.964889
0.592311,0.596053

0,0
-0.288245,0.957557
0.579409,0.5842

0,0
-0.313627,0.949546
0.565768,0.571615

0,0
-0.338787,0.940863
0.551356,0.558262

0,0
-0.363707,0.931513
0.536133,0.544102

0,0
-0.38837,0.921504
0.520058,0.529088

0,0
-0.412757,0.910841
0.503081,0.513168

0,0
-0.436852,0.899534
0.485145,0.496281

0,0
-0.460637,0.887589
0.466181,0.478355

0,0
-0.484096,0.875015
0.446111,0.459305

0,0
-0.507212,0.861821
0.42484,0.439029

0,0
-0.529969,0.848017
0.402252,0.417403

0,0
-0.55235,0.833612
0.378205,0.394274

0,0
-0.57434,0.818617
0.35252,0.369448

0,0
-0.595923,0.803041
0.324964,0.342673

0,0
-0.617084,0.786897
0.295226,0.313607

0,0
-0.637808,0.770196
0.262873,0.281774

0,0
-0.65808,0.752948
0.227259,0.246455

0,0
-0.677886,0.735167
0.187342,0.206476

0,0
-0.697211,0.716866
0.141175,0.159605

0,0
-0.716043,0.698056
0.0839829,0.100199

0,0
-0.734367,0.678753
0.0295859,0.0183812

0,0
-0.752171,0.658968
0.117454,0.0941469

0,0
-0.769442,0.638716
0.172047,0.144277

0,0
-0.786169,0.618012
0.215321,0.184972

0,0
-0.802338,0.59687
0.251817,0.219864

0,0
-0.817939,0.575306
0.283513,0.250578

0,0
-0.83296,0.553333
0.3115,0.278022

0,0
-0.847391,0.530969
0.336461,0.302775

0,0
-0.861222,0.508229
0.358861,0.325229

0,0
-0.874443,0.485128
0.379033,0.34567

0,0
-0.887044,0.461684
0.397225,0.364311

